test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,create_order,00:00:18,global information,8218,813,7405,45.17,2.95,3208.77,6148.96,4481.02,5263.36,6025.22,6115.33,2514.82,0.421,0.421,0.421,0.334,411.39,2.09,5.85,31.21,5.56,6.47,8.59,12.06,1.75,0,0,0,0
